atc,atc_code,year,metric,nsw,vic,qld,sa,wa,tas,act,nt,total
"Systemic Hormonal Preparations, excl. Sex Hormones",H,2009,services,619952,563923,403117,174739,191358,55961,30820,7724,2047594
"Systemic Hormonal Preparations, excl. Sex Hormones",H,2010,services,661057,595194,429058,186096,216846,60080,31993,7915,2188239
"Systemic Hormonal Preparations, excl. Sex Hormones",H,2011,services,686791,621716,459354,190063,242399,62328,33565,9296,2305512
"Systemic Hormonal Preparations, excl. Sex Hormones",H,2012,services,863285,744697,569242,213639,317284,73751,35947,10250,2828095
"Systemic Hormonal Preparations, excl. Sex Hormones",H,2013,services,842128,710305,634598,237673,277265,82518,34462,11898,2830847
"Systemic Hormonal Preparations, excl. Sex Hormones",H,2014,services,1080133,912439,677961,244382,382215,92629,48503,16630,3454892
"Systemic Hormonal Preparations, excl. Sex Hormones",H,2015,services,1221341,973379,716185,298939,406659,113043,58876,17024,3805446
"Systemic Hormonal Preparations, excl. Sex Hormones",H,2016,services,1132952,943298,732346,295652,413918,109106,56350,19373,3702995
"Systemic Hormonal Preparations, excl. Sex Hormones",H,2017,services,1162131,934362,727487,289294,409670,108278,51778,16619,3699619
"Systemic Hormonal Preparations, excl. Sex Hormones",H,2018,services,1234894,996002,786508,308175,435098,101907,52664,17622,3932870
"Systemic Hormonal Preparations, excl. Sex Hormones",H,2019,services,1333248,1054049,841966,338561,469715,113145,60013,18904,4229601
"Systemic Hormonal Preparations, excl. Sex Hormones",H,2020,services,1434275,1174801,909738,370508,508454,129689,65168,21528,4614161
"Systemic Hormonal Preparations, excl. Sex Hormones",H,2021,services,1507704,1254565,940961,388925,544757,135770,69083,22756,4864521
"Systemic Hormonal Preparations, excl. Sex Hormones",H,2022,services,1576298,1259975,1022628,410630,576475,139934,73542,23793,5083275
"Systemic Hormonal Preparations, excl. Sex Hormones",H,2023,services,1662163,1321690,1079275,433532,605755,145836,75393,23558,5347202
"Systemic Hormonal Preparations, excl. Sex Hormones",H,2024,services,1807083,1481927,1134679,445753,643757,149967,78463,26081,5767710
"Systemic Hormonal Preparations, excl. Sex Hormones",H,2025,services,1989037,1766365,1273633,494333,699177,164135,93333,33998,6514011
"Systemic Hormonal Preparations, excl. Sex Hormones",H,2026_ytd,services,465619,388979,299051,114199,172464,37535,21752,7257,1506856
"Systemic Hormonal Preparations, excl. Sex Hormones",H,TOTAL,services,26387082,22067702,16425750,6745518,8927581,2309772,1207841,368301,84439547
Musculo-Skeletal System,M,1992,services,2323224,1513913,1031634,527730,573574,187731,53153,20502,6231461
Musculo-Skeletal System,M,1994,services,2156264,1418053,960308,501261,526998,178609,49615,19821,5810929
Musculo-Skeletal System,M,1995,services,2184198,1423735,987799,514917,538740,181091,50527,20827,5901834
Musculo-Skeletal System,M,1996,services,2128630,1402361,984710,507611,542851,176528,50616,20435,5813742
Musculo-Skeletal System,M,1997,services,2049951,1342884,972342,487427,521667,170808,50929,19915,5615923
Musculo-Skeletal System,M,1998,services,1934086,1291938,973005,467178,507186,164848,52557,19572,5410370
Musculo-Skeletal System,M,1999,services,2010755,1342535,1035368,486249,530458,167339,57155,20731,5650590
Musculo-Skeletal System,M,2000,services,2503041,1611104,1276922,547937,645048,193038,75781,23005,6875876
Musculo-Skeletal System,M,2001,services,3530098,2289344,1864996,816480,926468,262183,121096,36592,9847257
Musculo-Skeletal System,M,2002,services,4198775,2704228,2200741,935138,1082888,312591,153117,42341,11629819
Musculo-Skeletal System,M,2003,services,4368436,2871288,2372038,990134,1145999,323680,163795,44796,12280166
Musculo-Skeletal System,M,2004,services,4437314,2888823,2445795,1023838,1162423,322231,166114,45739,12492277
Musculo-Skeletal System,M,2005,services,3694026,2385814,2020537,849684,908640,267343,133211,32560,10291815
Musculo-Skeletal System,M,2006,services,3603720,2312813,1972067,807211,865743,253093,129361,30569,9974577
Musculo-Skeletal System,M,2007,services,3388749,2148701,1912871,785687,796545,235680,115143,27701,9411077
Musculo-Skeletal System,M,2008,services,3223208,2043077,1829520,723660,768335,232748,104572,25803,8950923
Musculo-Skeletal System,M,2009,services,3249273,2119065,1822803,795254,736568,229554,102173,28051,9082741
Musculo-Skeletal System,M,2010,services,3070661,2022363,1780831,732750,728250,219980,96470,25834,8677139
Musculo-Skeletal System,M,2011,services,2929366,1937365,1691810,696015,701952,214984,94207,24604,8290303
Musculo-Skeletal System,M,2012,services,3126382,2101151,1775177,737358,756631,222725,99249,25076,8843749
Musculo-Skeletal System,M,2013,services,2500618,1608401,1719286,708174,555566,206898,78463,25701,7403107
Musculo-Skeletal System,M,2014,services,3166970,2205275,1636829,665212,813348,209246,100175,25487,8822542
Musculo-Skeletal System,M,2015,services,3025396,2096676,1767429,723226,731440,227219,106890,27356,8705632
Musculo-Skeletal System,M,2016,services,2488338,1740244,1577888,629947,664689,201873,127798,23824,7454601
Musculo-Skeletal System,M,2017,services,2323623,1628420,1440223,580643,641672,189542,128888,21488,6954499
Musculo-Skeletal System,M,2018,services,2247689,1576192,1414776,562133,625848,187420,133315,21022,6768395
Musculo-Skeletal System,M,2019,services,2273030,1536514,1379228,545143,642475,194215,137172,21178,6728955
Musculo-Skeletal System,M,2020,services,2294688,1577105,1454885,581747,674954,203272,148531,21629,6956811
Musculo-Skeletal System,M,2021,services,2183336,1537193,1434704,569736,691382,201273,159985,23931,6801540
Musculo-Skeletal System,M,2022,services,2229338,1572897,1503047,576961,706907,206485,166447,24234,6986316
Musculo-Skeletal System,M,2023,services,2263116,1619080,1520219,602174,722124,201604,175959,24473,7128749
Musculo-Skeletal System,M,2024,services,2328344,1613989,1423494,580399,716497,200251,192504,25237,7080715
Musculo-Skeletal System,M,2025,services,2558596,1741299,1659020,653127,797922,221994,194977,27104,7854039
Musculo-Skeletal System,M,2026_ytd,services,542766,382494,349544,135796,185910,48895,52555,6178,1704138
Musculo-Skeletal System,M,TOTAL,services,92536005,61606334,52191846,22047937,24137698,7216971,3822500,873316,264432607
Nervous System,N,1992,services,7092842,4873419,3541311,1857172,1521797,605625,178644,54654,19725464
Nervous System,N,1994,services,7379759,5209859,3716336,1934398,1636880,639680,197664,67548,20782124
Nervous System,N,1995,services,7844525,5616899,4012261,2080979,1834206,709614,219901,76898,22395283
Nervous System,N,1996,services,8078967,5859677,4264306,2155830,2002719,745446,235865,89727,23432537
Nervous System,N,1997,services,8216359,5951231,4430672,2203549,2124118,764991,250154,95351,24036425
Nervous System,N,1998,services,8286994,6116486,4600413,2255507,2215103,795921,268589,100440,24639453
Nervous System,N,1999,services,8694146,6638750,4907230,2405928,2445645,852608,297570,105046,26346923
Nervous System,N,2000,services,9154039,7073486,5198492,2441677,2605312,907620,328915,100785,27810326
Nervous System,N,2001,services,9464718,7493962,5731408,2786161,2858534,992474,355300,113697,29796254
Nervous System,N,2002,services,9767501,7673254,5896716,2781844,2984035,1045806,374623,106939,30630718
Nervous System,N,2003,services,9758933,7897426,6114681,2818535,3093165,1066488,371356,108742,31229326
Nervous System,N,2004,services,10239766,8296070,6516386,3011090,3259927,1115040,391166,117805,32947250
Nervous System,N,2005,services,10206036,8333826,6509817,2951799,3217271,1113717,380654,115908,32829028
Nervous System,N,2006,services,10056966,8352258,6342513,2872014,3116650,1091641,366571,111812,32310425
Nervous System,N,2007,services,9850112,8250088,6393174,2892873,3082490,1076973,363485,106307,32015502
Nervous System,N,2008,services,10149586,8347578,6563683,2837218,3132733,1118117,371923,105948,32626786
Nervous System,N,2009,services,11058129,9252616,7137247,3324060,3231659,1162513,402220,121004,35689448
Nervous System,N,2010,services,11338353,9562347,7595338,3320167,3482560,1202034,413517,123872,37038188
Nervous System,N,2011,services,11683103,9692355,7814202,3375849,3602508,1250238,429499,128331,37976085
Nervous System,N,2012,services,13315779,11069659,8783566,3826493,4092671,1364819,488076,139877,43080940
Nervous System,N,2013,services,11592895,9047925,9317832,3934362,3252477,1370528,421038,147085,39084142
Nervous System,N,2014,services,15937508,13402761,9568991,3953613,5084317,1474220,583773,148276,50153459
Nervous System,N,2015,services,16564274,13668646,11100937,4601709,4832227,1659066,605838,166417,53199114
Nervous System,N,2016,services,13443551,11124710,9750663,3858013,4206269,1403816,508253,146510,44441785
Nervous System,N,2017,services,13350438,11027478,9490088,3748358,4190903,1360971,514120,144110,43826466
Nervous System,N,2018,services,13473617,11093204,9679891,3748275,4215495,1350722,526302,146141,44233647
Nervous System,N,2019,services,13721975,10913632,9648610,3675948,4344701,1392204,526770,153148,44376988
Nervous System,N,2020,services,14006463,11297888,10316676,3903885,4544167,1442395,564693,158291,46234458
Nervous System,N,2021,services,13501437,11197100,10356192,3792047,4582169,1433097,582359,167272,45611673
Nervous System,N,2022,services,13541951,11430331,10645754,3770080,4664506,1473339,600805,173142,46299908
Nervous System,N,2023,services,13786279,11936284,10916281,3936869,4866274,1485449,655958,179776,47763170
Nervous System,N,2024,services,14812312,12351783,10733879,3956838,5029489,1510924,695277,191615,49282117
Nervous System,N,2025,services,16499719,13629544,12744389,4495929,5894227,1706147,779145,207719,55956819
Nervous System,N,2026_ytd,services,3731848,3159887,2844617,969334,1398150,388360,199916,51305,12743417
Nervous System,N,TOTAL,services,379600880,306842419,253184552,106478403,116645354,39072603,14449939,4271498,1220545648
Nervous System,N,1994,services,209503,126588,94530,49743,49557,16869,3804,1456,552050
Nervous System,N,1995,services,219372,131145,105021,52026,52547,18443,3884,2443,584881
Nervous System,N,1996,services,226038,133498,110601,53264,54539,18742,4082,2834,603598
Nervous System,N,1997,services,222459,135223,109277,51358,54944,18601,4287,4101,600250
Nervous System,N,1998,services,212027,131481,106734,49437,53456,17763,4129,4147,579174
Nervous System,N,1999,services,216207,137530,108119,51225,55658,18663,4449,4557,596408
Nervous System,N,2000,services,225681,139967,111154,49517,56386,18835,4704,2879,609123
Nervous System,N,2001,services,222533,144516,113487,55580,58659,19673,4830,2767,622045
Nervous System,N,2002,services,226499,145236,111849,54057,59206,19196,4944,2542,623529
Nervous System,N,2003,services,209581,140411,107736,50989,56443,19218,4793,2561,591732
Nervous System,N,2004,services,214643,141951,112175,53069,56834,19402,5057,2579,605710
Nervous System,N,2005,services,125034,78529,61454,24258,30997,9771,2550,1504,334097
Nervous System,N,2006,services,27615,8986,12075,2555,3804,756,321,777,56889
Nervous System,N,2007,services,23296,6563,10163,1787,2507,300,117,577,45310
Nervous System,N,2008,services,24642,6933,10131,2090,2725,379,202,358,47460
Nervous System,N,2009,services,28513,8226,12059,2876,2936,684,287,862,56443
Nervous System,N,2010,services,27871,10212,14255,3886,3566,1326,437,818,62371
Nervous System,N,2011,services,31659,13628,18893,5469,4115,2557,338,717,77376
Nervous System,N,2012,services,43859,19682,24923,7318,5063,3789,596,752,105982
Nervous System,N,2013,services,35570,15721,26589,6410,4781,3102,435,806,93414
Nervous System,N,2014,services,43460,19866,24390,4935,8082,2228,707,846,104514
Nervous System,N,2015,services,40484,18070,23312,5934,7957,2132,893,1678,100460
Nervous System,N,2016,services,33680,15189,21982,5468,7713,1437,679,1758,87906
Nervous System,N,2017,services,31915,13724,20014,4581,7855,1462,665,1298,81514
Nervous System,N,2018,services,29182,11788,18046,4352,7190,1387,577,1344,73866
Nervous System,N,2019,services,30471,10974,18586,3792,6586,1219,528,914,73070
Nervous System,N,2020,services,27961,9989,17108,3616,5925,992,392,951,66934
Nervous System,N,2021,services,24313,8807,16182,3284,5660,726,388,828,60188
Nervous System,N,2022,services,23683,9553,16428,3292,5189,794,420,943,60302
Nervous System,N,2023,services,28294,12147,22869,3629,7141,1080,559,1104,76823
Nervous System,N,2024,services,44387,15859,36312,3971,8844,1676,724,1570,113343
Nervous System,N,2025,services,70397,21517,64309,5599,12228,2311,1318,2038,179717
Nervous System,N,2026_ytd,services,17362,5349,15962,1451,2939,500,383,549,44495
Nervous System,N,TOTAL,services,3433971,1975975,1794558,731284,813780,263205,66239,57390,9136402
Respiratory System,R,1992,services,4048964,2614095,1916200,827542,768885,267661,117045,38815,10599207
Respiratory System,R,1994,services,3787122,2547232,1903911,797694,736808,259741,111443,39530,10183481
Respiratory System,R,1995,services,3831957,2576398,1919568,830454,772216,269258,114508,42843,10357202
Respiratory System,R,1996,services,4122970,2762664,2073728,899293,826299,281373,134239,45229,11145795
Respiratory System,R,1997,services,3971829,2566462,1986084,861541,791752,273935,121439,41649,10614691
Respiratory System,R,1998,services,3778606,2495531,1921533,863689,749343,263893,116312,39053,10227960
Respiratory System,R,1999,services,3987692,2653745,2061718,885053,789982,285721,131238,41028,10836177
Respiratory System,R,2000,services,4097115,2687407,2095791,886375,801048,285890,133702,38889,11026217
Respiratory System,R,2001,services,3600741,2448838,1906046,867937,726354,266639,118299,38669,9973523
Respiratory System,R,2002,services,3543684,2421246,1853601,815731,732344,271173,114582,37253,9789614
Respiratory System,R,2003,services,3346024,2335399,1809719,781472,717169,266099,108586,36011,9400479
Respiratory System,R,2004,services,3343849,2328945,1826190,799556,722034,269924,107839,38460,9436797
Respiratory System,R,2005,services,3280755,2307648,1786823,781239,719248,270765,105649,36808,9288935
Respiratory System,R,2006,services,3149453,2203974,1716280,749609,670062,258753,98602,36228,8882961
Respiratory System,R,2007,services,3195564,2204567,1770799,757979,682064,261896,101526,36597,9010992
Respiratory System,R,2008,services,3253324,2168605,1812277,733836,691696,269747,104840,36884,9071209
Respiratory System,R,2009,services,3427367,2329398,1876289,866332,697548,278430,109411,41663,9626438
Respiratory System,R,2010,services,3415074,2381388,1922739,840696,733808,280539,112600,40599,9727443
Respiratory System,R,2011,services,3438632,2425761,1948532,828072,735747,286439,117255,41150,9821588
Respiratory System,R,2012,services,3896524,2718418,2158290,923543,852878,315472,130402,43480,11039007
Respiratory System,R,2013,services,3274422,2115859,2175741,903771,652523,305836,107595,45333,9581080
Respiratory System,R,2014,services,4401203,3110184,2151405,901417,1008423,322258,147499,45358,12087747
Respiratory System,R,2015,services,4548687,3077083,2443004,1033684,935477,359697,151896,51307,12600835
Respiratory System,R,2016,services,3988869,2769980,2321065,969297,897555,332167,139946,49126,11468005
Respiratory System,R,2017,services,4034043,2873785,2290431,973253,915019,336156,146050,49820,11618557
Respiratory System,R,2018,services,3902721,2766739,2274075,937975,887321,326369,141877,47671,11284748
Respiratory System,R,2019,services,3996535,2742186,2248071,914940,891749,335429,141036,48000,11317946
Respiratory System,R,2020,services,4181512,3005406,2484120,1030343,1002685,365086,162186,51146,12282484
Respiratory System,R,2021,services,3696440,2725853,2338248,946229,946236,350781,154814,51213,11209814
Respiratory System,R,2022,services,3946000,2998602,2572461,1001910,996467,371486,167756,53931,12108613
Respiratory System,R,2023,services,3727603,2960224,2512115,1013074,973900,360042,163122,52199,11762279
Respiratory System,R,2024,services,3869263,2922416,2389381,970784,960257,349258,161908,52002,11675269
Respiratory System,R,2025,services,4115102,2977433,2693355,1064859,1043406,378396,161634,52307,12486492
Respiratory System,R,2026_ytd,services,816020,613720,531044,205322,226082,77838,36448,12301,2518775
Respiratory System,R,TOTAL,services,125015666,86837191,69690634,29464501,27254385,10054147,4293284,1452552,354062360
Sensory Organs,S,1992,services,2126001,1302195,950857,507619,463228,123191,39371,15697,5528159
Sensory Organs,S,1994,services,2153324,1347394,974825,510026,462237,125225,39778,15536,5628345
Sensory Organs,S,1995,services,2224849,1401239,1013299,524040,472544,134931,41544,17655,5830101
Sensory Organs,S,1996,services,2150852,1371857,1013658,513592,468647,131723,40783,17018,5708130
Sensory Organs,S,1997,services,2065383,1309794,975058,490816,452585,124815,40889,15722,5475062
Sensory Organs,S,1998,services,2054436,1295021,994633,489382,439929,122796,41998,15950,5454145
Sensory Organs,S,1999,services,2206403,1420746,1049292,532840,488263,136990,50199,15866,5900599
Sensory Organs,S,2000,services,2366806,1529712,1092320,543070,514301,148051,57276,16557,6268093
Sensory Organs,S,2001,services,2465299,1609063,1179886,609852,545044,155872,60499,17809,6643324
Sensory Organs,S,2002,services,2584811,1651567,1205708,586706,570253,159808,65252,17037,6841142
Sensory Organs,S,2003,services,2575276,1694952,1215529,573716,580795,162647,64576,16532,6884023
Sensory Organs,S,2004,services,2731252,1770051,1309705,601626,598407,165272,69887,17044,7263244
Sensory Organs,S,2005,services,2768462,1814739,1340586,598019,607271,169590,71125,16784,7386576
Sensory Organs,S,2006,services,2796623,1831592,1332523,581355,595087,172184,70873,16105,7396342
Sensory Organs,S,2007,services,2769994,1821342,1356037,581652,592939,169825,71971,17146,7380906
Sensory Organs,S,2008,services,2772186,1800167,1335998,551158,593391,176496,70656,16184,7316236
Sensory Organs,S,2009,services,2963697,1946313,1397269,621542,590105,179958,73775,18448,7791107
Sensory Organs,S,2010,services,2922672,1938148,1408887,584534,609256,181709,72594,18112,7735912
Sensory Organs,S,2011,services,2881264,1881912,1379678,561073,616967,180687,70228,17390,7589199
Sensory Organs,S,2012,services,3186788,2105420,1502353,604158,683832,195803,76848,18645,8373847
Sensory Organs,S,2013,services,2618986,1640044,1499275,585666,521733,189293,64364,19596,7138957
Sensory Organs,S,2014,services,3423887,2307223,1428762,548317,755405,186472,80702,17700,8748468
Sensory Organs,S,2015,services,3429984,2272591,1629800,616954,706185,208966,81958,20951,8967389
Sensory Organs,S,2016,services,2715950,1787475,1351438,513758,597772,174399,65206,17428,7223426
Sensory Organs,S,2017,services,2669001,1750187,1292013,491571,591178,170024,64475,16388,7044837
Sensory Organs,S,2018,services,2692560,1759317,1301000,493071,584132,167955,63924,16159,7078118
Sensory Organs,S,2019,services,2813515,1754900,1322315,498586,620573,172497,65449,16790,7264625
Sensory Organs,S,2020,services,2855410,1781820,1370547,527942,647938,177479,69673,16706,7447515
Sensory Organs,S,2021,services,2754051,1794472,1424785,530925,670763,183283,71264,18681,7448224
Sensory Organs,S,2022,services,2855748,1856489,1498720,526549,694349,186407,70419,18317,7706998
Sensory Organs,S,2023,services,2976402,1960739,1562100,561144,735202,194810,77646,20281,8088324
Sensory Organs,S,2024,services,3099366,1946496,1495894,565007,743447,190066,78372,19786,8138434
Sensory Organs,S,2025,services,3158693,1945103,1600954,572951,805259,199897,80510,18551,8381918
Sensory Organs,S,2026_ytd,services,653129,419128,335122,116115,179428,42465,20020,4481,1769888
Sensory Organs,S,TOTAL,services,89483060,57819208,43140826,18315332,19798445,5561586,2144104,579052,236841613
Various +,V,1992,services,193636,130545,85621,42634,26212,10828,6064,2177,497717
Various +,V,1994,services,191236,129454,83652,41222,26830,10161,5593,2292,490440
Various +,V,1995,services,181296,116682,83679,40123,26947,8281,3112,1829,461949
Various +,V,1996,services,183731,118567,88066,40212,27603,7946,2724,1423,470272
Various +,V,1997,services,180019,122084,89586,39039,27394,7583,2458,1244,469407
Various +,V,1998,services,177957,129363,91000,38628,27552,7059,2271,1308,475138
Various +,V,1999,services,187725,143820,97246,40152,30311,7072,2251,1251,509828
Various +,V,2000,services,201618,160391,98711,41022,31686,7360,2262,975,544025
Various +,V,2001,services,205278,178875,104789,46679,34731,7592,2187,1093,581224
Various +,V,2002,services,212557,195180,104618,46631,36935,7612,2057,998,606588
Various +,V,2003,services,204660,193787,99629,45257,34576,7660,2335,936,588840
Various +,V,2004,services,196319,190700,100841,42274,31983,7511,2552,915,573095
Various +,V,2005,services,193181,189011,104251,40645,31476,7804,2256,1017,569641
Various +,V,2006,services,191218,188870,103022,39457,30867,7598,2287,827,564146
Various +,V,2007,services,188660,186270,104253,39244,30373,7503,2273,675,559251
Various +,V,2008,services,192776,183359,102965,37060,30723,8412,2411,899,558605
Various +,V,2009,services,201056,191325,102901,39009,27812,8126,2759,904,573892
Various +,V,2010,services,197053,181061,97292,34353,26434,8046,2577,857,547673
Various +,V,2011,services,199244,165427,90483,30532,25458,7889,2454,936,522423
Various +,V,2012,services,233969,177712,93751,31607,27559,7321,2595,1087,575601
Various +,V,2013,services,226066,132057,90666,30931,19984,7327,2263,1253,510547
Various +,V,2014,services,281721,170460,86329,29311,28159,7378,3195,1399,607952
Various +,V,2015,services,290557,165643,93222,32674,28162,8008,3829,2044,624139
Various +,V,2016,services,183091,96361,65214,22126,23485,6063,3181,2327,401848
Various +,V,2017,services,68121,48860,41510,11817,15616,4662,2503,3187,196276
Various +,V,2018,services,63838,51227,38727,10607,15969,4792,2263,4069,191492
Various +,V,2019,services,68199,53166,37896,11125,15885,5158,2390,4407,198226
Various +,V,2020,services,65842,50630,37630,11904,15101,5407,2396,3759,192669
Various +,V,2021,services,63243,50844,38552,12029,14598,5467,2288,3680,190701
Various +,V,2022,services,61062,48110,35696,11242,13456,5045,2166,3313,180090
Various +,V,2023,services,61953,49297,36751,12675,14170,5529,2066,3854,186295
Various +,V,2024,services,63390,49410,35049,11875,14747,5427,2028,4179,186105
Various +,V,2025,services,69920,54766,37029,13472,16712,6023,2345,4270,204537
Various +,V,2026_ytd,services,15986,12725,8132,2854,4299,1296,501,902,46695
Various +,V,TOTAL,services,5496178,4306039,2608759,1020422,833805,236946,88892,66286,14657327
Various +,V,1994,services,367097,185438,157819,89170,56753,15343,5280,1185,878085
Various +,V,1995,services,361278,196812,152394,83666,56113,16198,4939,1139,872539
Various +,V,1996,services,353353,207997,150490,79223,57300,15485,4734,1108,869690
Various +,V,1997,services,315590,194514,130119,69709,49962,12689,4213,919,777715
Various +,V,1998,services,258109,164949,105876,51758,37236,9969,3513,677,632087
Various +,V,1999,services,262047,170121,103418,47004,38277,9401,3660,689,634617
Various +,V,2000,services,248766,164952,97579,43456,36163,9174,3675,555,604320
Various +,V,2001,services,227891,164461,96028,44115,36977,9339,3463,677,582951
Various +,V,2002,services,212594,163270,91224,38653,35655,8431,3170,629,553626
Various +,V,2003,services,197596,147102,89956,34116,33967,7934,3006,581,514258
Various +,V,2004,services,173431,133971,77253,30849,31057,7002,2594,470,456627
Various +,V,2005,services,170617,128880,75600,27353,30787,6204,2443,414,442298
Various +,V,2006,services,149629,118744,67437,23805,25187,5881,2148,351,393182
Various +,V,2007,services,123880,102860,56505,21589,20411,5176,1892,358,332671
Various +,V,2008,services,114473,93554,49492,19072,18139,4937,2092,261,302020
Various +,V,2009,services,114987,99435,48393,21598,16580,4736,2678,379,308786
Various +,V,2010,services,104270,94868,45618,18997,16103,4618,2775,351,287600
Various +,V,2011,services,101680,90726,44509,18268,14818,4449,2699,387,277536
Various +,V,2012,services,108367,95048,46973,19227,16739,4644,2948,301,294247
Various +,V,2013,services,82055,67822,44338,15955,11114,4014,2505,332,228135
Various +,V,2014,services,113122,103301,43982,16033,17304,4280,3069,295,301386
Various +,V,2015,services,113700,99503,48588,18551,16360,4930,3512,314,305458
Various +,V,2016,services,92371,83203,43173,17307,15016,4250,2988,469,258777
Various +,V,2017,services,89585,77307,39303,16796,14328,4204,2680,334,244537
Various +,V,2018,services,80139,67194,36871,14102,13773,3718,2245,227,218269
Various +,V,2019,services,80842,63740,36508,14226,14405,3709,2015,299,215744
Various +,V,2020,services,63356,47950,31165,11511,12489,3432,1843,164,171910
Various +,V,2021,services,51610,41831,27981,8977,11589,2963,1686,153,146790
Various +,V,2022,services,47136,42019,26137,8210,10814,2458,1268,154,138196
Various +,V,2023,services,40125,34925,23197,7099,10136,2328,1097,107,119014
Various +,V,2024,services,39099,32526,20199,6636,9522,2001,1191,68,111242
Various +,V,2025,services,39431,31019,21484,6424,11203,2058,1040,58,112717
Various +,V,2026_ytd,services,7605,5538,3961,1100,2206,393,249,12,21064
Various +,V,TOTAL,services,5271245,3685511,2283889,1030494,854123,222001,94295,15455,13457013
Various +,V,1994,services,42869237,28655346,19973405,9934629,9009359,3193679,1151822,383772,115171249
Various +,V,1995,services,44924693,30395102,21035439,10576732,9724944,3452548,1219305,423398,121752161
Various +,V,1996,services,45658191,31397447,21909796,10903834,10241428,3537183,1287558,441613,125377050
Various +,V,1997,services,45311536,30730364,21934564,10843575,10308724,3547495,1296721,437985,124410964
Various +,V,1998,services,44974921,30876750,22318596,10837481,10400292,3573453,1329657,451219,124762369
Various +,V,1999,services,47276096,33330953,23765767,11502070,11204836,3802563,1463864,470330,132816479
Various +,V,2000,services,50924250,35786242,25376130,11875825,12054916,4042922,1626632,471342,142158259
Various +,V,2001,services,52294137,37534303,27418782,13442822,12972132,4284105,1720913,527266,150194460
Various +,V,2002,services,55322567,39333510,28621044,13492328,13725691,4507922,1855924,526989,157385975
Various +,V,2003,services,55500184,40543172,29609685,13621813,14194151,4605527,1864039,542595,160481166
Various +,V,2004,services,58510514,42543212,31613937,14527367,14883388,4810054,1974072,591969,169454513
Various +,V,2005,services,57842522,42377944,31540919,14246501,14600404,4782803,1914301,578738,167884132
Various +,V,2006,services,57532453,42540057,31374645,13938525,14345009,4721909,1876438,571717,166900753
Various +,V,2007,services,57758999,42926815,32538793,14309759,14611049,4746515,1888188,579821,169359939
Various +,V,2008,services,58774076,43064821,33033456,14010816,14942434,4953651,1896973,565636,171241863
Various +,V,2009,services,62834804,47048882,34934636,16265695,15178629,5122588,2021177,640184,184046595
Various +,V,2010,services,62588761,47459218,35895412,15798231,15882647,5170347,2028064,629478,185452158
Various +,V,2011,services,62575443,47065424,36007901,15604193,16067728,5266695,2034690,631202,185253276
Various +,V,2012,services,69608978,52570886,39448506,17260744,18011443,5689923,2230527,676936,205497943
Various +,V,2013,services,58185440,41723965,39981602,17136976,13830435,5527346,1843778,703645,178933187
Various +,V,2014,services,77044107,59676507,39611354,16746485,20739045,5760699,2456287,707443,222741927
Various +,V,2015,services,77947096,59062044,44666056,19006938,19249794,6404434,2529947,790318,229656627
Various +,V,2016,services,66157328,50240788,40846741,16934877,17593403,5673527,2251558,733077,200431299
Various +,V,2017,services,65775910,49950278,39707056,16563836,17625922,5559347,2264829,727376,198174554
Various +,V,2018,services,65793760,49960074,40287897,16509036,17622248,5511228,2274341,731670,198690254
Various +,V,2019,services,68069539,50040442,40519198,16418588,18284637,5725243,2293969,767655,202119271
Various +,V,2020,services,69129678,51770683,42963348,17532466,19181844,5974525,2445628,778508,209776680
Various +,V,2021,services,67078192,51388309,43484660,17290061,19611625,6007820,2522520,843302,208226489
Various +,V,2022,services,69545748,53548789,46201377,17673688,20298402,6260953,2641907,864294,217035158
Various +,V,2023,services,70376964,55490016,47571665,18547986,21045873,6347046,2811006,898640,223089196
Various +,V,2024,services,72740834,55106320,45116220,17896648,20822516,6290912,2827500,915150,221716100
Various +,V,2025,services,79380079,59173858,52273893,19894622,23536988,7008550,3045527,978668,245292185
Various +,V,2026_ytd,services,17323492,13312796,11352449,4212078,5528151,1570051,765053,235237,54299307
Various +,V,TOTAL,services,1999675939,1474020820,1142142504,494968620,516114761,166517307,66752965,21172912,5881365828
Alimentary Tract and Metabolism,A,1994,benefit_aud,124081361,80283271,51631534,26721749,24131704,9284368,3731111,955320,320820416
Alimentary Tract and Metabolism,A,1995,benefit_aud,151870977,98206295,64405106,32577405,29661213,11346929,4531385,1188733,393788042
Alimentary Tract and Metabolism,A,1996,benefit_aud,175913679,114011339,75601010,37935808,34753445,12945064,5270555,1385877,457816777
Alimentary Tract and Metabolism,A,1997,benefit_aud,190742205,124469192,83387821,40936931,37900919,13956565,5873562,1514423,498781617
Alimentary Tract and Metabolism,A,1998,benefit_aud,192572176,128867462,86656091,41313803,38980816,13980927,6075574,1612404,510059251
Alimentary Tract and Metabolism,A,1999,benefit_aud,205174606,139004049,95215578,44145755,42158956,14952414,6687204,1719800,549058362
Alimentary Tract and Metabolism,A,2000,benefit_aud,202407537,135440577,93616963,41559106,41543973,14637269,6763649,1635122,537604197
Alimentary Tract and Metabolism,A,2001,benefit_aud,208104573,143394103,100816747,47626985,45100106,15553543,7131293,1869691,569597041
Alimentary Tract and Metabolism,A,2002,benefit_aud,235658793,160563420,113984059,52433006,52338340,17931436,8076064,2100212,643085329
Alimentary Tract and Metabolism,A,2003,benefit_aud,253538416,179992552,127532712,57709548,59229686,19977241,8615116,2366379,708961650
